,ID,chain,state,time,full_emp,part_emp
806,411,BK,PA,1,4,36
807,412,KFC,PA,1,0,13
808,413,BK,PA,1,0,20
809,414,BK,PA,1,13,9
810,415,BK,PA,1,0,38
811,417,BK,NJ,1,13,17
812,418,BK,PA,1,0,35
813,419,KFC,NJ,1,5,5
814,421,KFC,NJ,1,25,7
815,422,KFC,PA,1,5,10
816,423,KFC,NJ,1,19,3.5
817,424,KFC,NJ,1,12,3
818,426,Roys,NJ,1,5,25
819,427,Wendys,PA,1,0,35
820,428,Wendys,PA,1,10,24
